City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Kristiansund,NO,63.1115,7.732,34.45,75,75,14.97,light snow
459,Pangai,TO,-19.8,-174.35,81.88,81,8,20.58,clear sky
460,Rio Grande,BR,-32.035,-52.0986,93.31,79,6,18.88,clear sky
461,Naze,JP,28.3667,129.4833,53.47,64,86,11.03,overcast clouds
462,Usinsk,RU,65.9939,57.5281,15.26,93,100,26.15,light snow
463,Ponta Delgada,PT,37.7333,-25.6667,66.51,77,40,16.11,scattered clouds
464,Mikhaylovka,RU,50.06,43.2379,-1.89,100,100,5.75,overcast clouds
465,Peterhead,GB,57.5058,-1.7981,39.6,75,100,16.93,overcast clouds
466,Andenes,NO,69.3143,16.1194,33.78,69,75,32.21,broken clouds
467,Suntar,RU,62.1444,117.6319,5.22,96,96,4.72,overcast clouds
468,Tokmak,UA,47.2514,35.7058,34.11,92,100,16.04,overcast clouds
469,Broome,US,42.2506,-75.833,21.33,66,20,3.0,few clouds
470,Harlingen,US,26.1906,-97.6961,49.95,65,100,16.11,overcast clouds
471,Mubende,UG,0.5606,31.39,63.88,74,98,1.72,overcast clouds
472,Sawtell,AU,-30.3833,153.1,66.52,92,75,9.22,broken clouds
473,Langxiang,CN,46.95,128.8833,-14.66,99,10,2.55,clear sky
474,Nelson,NZ,-41.2833,173.2833,56.44,82,4,1.99,clear sky
475,Rochegda,RU,62.8,43.25,30.0,94,100,9.44,overcast clouds
476,Erenhot,CN,43.6475,111.9767,12.15,78,9,7.31,clear sky
477,Pitkyaranta,RU,61.5734,31.4792,29.84,98,100,6.71,light snow
478,Atherton,GB,53.5237,-2.4935,37.54,78,84,1.99,broken clouds
479,Gat,IL,31.61,34.7642,49.41,100,100,4.14,overcast clouds
480,Sierra Vista,US,31.5545,-110.3037,56.7,52,0,4.61,clear sky
481,Lakes Entrance,AU,-37.8811,147.981,53.58,89,4,5.41,clear sky
482,Bandarbeyla,SO,9.4942,50.8122,77.31,70,26,14.27,scattered clouds
483,Celestun,MX,20.8667,-90.4,80.73,62,0,8.23,clear sky
484,Turan,VN,16.0678,108.2208,69.78,88,75,1.14,broken clouds
485,Beidao,CN,34.5686,105.8933,37.27,89,100,2.91,overcast clouds
486,Mattoon,US,39.4831,-88.3728,21.42,49,0,13.8,clear sky
487,Darhan,MN,49.4867,105.9228,-0.13,99,86,1.9,overcast clouds
488,Atasu,KZ,48.6814,71.6433,6.67,92,10,7.74,clear sky
489,Shu,KZ,43.5983,73.7614,31.46,86,5,4.25,clear sky
490,Dire,ML,12.2833,-10.9667,83.64,13,98,4.94,overcast clouds
491,Wadi Musa,JO,30.3222,35.4793,30.25,84,6,1.77,clear sky
492,Lengshuitan,CN,26.4111,111.5956,50.83,93,100,1.21,overcast clouds
493,Lagos,NG,6.5833,3.75,84.52,55,99,4.65,overcast clouds
494,Foki,RU,56.693,54.3499,14.65,94,100,9.17,light snow
495,Sri Aman,MY,1.2376,111.4621,73.45,100,100,0.0,overcast clouds
496,Flin Flon,CA,54.7682,-101.865,-18.56,69,20,8.05,few clouds
497,Kizhinga,RU,51.8462,109.9097,-2.45,99,99,0.36,overcast clouds
498,San Ramon,US,37.7799,-121.978,62.1,76,0,1.01,clear sky
499,Nizhniy Tsasuchey,RU,50.5167,115.1333,-4.32,100,88,1.7,overcast clouds
500,Sept-Iles,CA,50.2001,-66.3821,11.05,65,20,11.01,few clouds
501,Akdepe,TM,42.0551,59.3788,30.29,87,6,11.48,clear sky
502,Todos Santos,MX,23.45,-110.2167,75.0,71,100,10.96,overcast clouds
503,Tiarei,PF,-17.5333,-149.3333,82.42,78,100,21.9,overcast clouds
504,Maceio,BR,-9.6658,-35.7353,89.04,55,20,13.8,few clouds
505,Pascagoula,US,30.3658,-88.5561,50.0,93,100,11.5,overcast clouds
506,Nova Mayachka,UA,46.6,33.2271,35.92,88,12,9.33,few clouds
507,Binga,ZW,-17.6203,27.3414,74.61,72,55,4.12,broken clouds
508,Xiongzhou,CN,25.1167,114.3,55.24,76,99,1.9,overcast clouds
509,Murgab,TM,37.4966,61.9714,46.27,71,0,9.22,clear sky
510,Ocampo,MX,21.65,-101.5,69.28,15,99,1.23,overcast clouds
511,Asau,RO,46.4333,26.4,35.4,80,13,8.25,few clouds
512,Cabra,ES,37.4725,-4.4421,48.9,54,0,3.04,clear sky
513,Carutapera,BR,-1.195,-46.02,83.84,69,25,8.39,scattered clouds
514,Pincher Creek,CA,49.4833,-113.952,44.53,69,0,16.11,clear sky
515,Kyrksaeterora,NO,63.2906,9.0891,34.45,85,100,11.34,light snow
516,Kisangani,CD,0.5167,25.2,75.69,74,100,2.66,overcast clouds
517,Mana,GF,5.6592,-53.7767,82.26,70,100,9.82,overcast clouds
518,Valle De Allende,MX,26.9333,-105.4,57.92,33,53,9.89,broken clouds
519,Batagay,RU,67.6333,134.6333,-34.2,92,43,2.98,scattered clouds
520,Kosonsoy,UZ,41.2561,71.5508,32.56,33,0,8.55,clear sky
521,Tahe,CN,52.3333,124.7333,-18.2,97,6,3.06,clear sky
522,Davila,PH,18.4726,120.5763,71.58,78,24,9.33,few clouds
523,Coacoyul,MX,17.8058,-99.11,79.21,36,81,4.76,broken clouds
524,Tiznit,MA,29.5833,-9.5,59.43,24,100,4.52,overcast clouds
525,Janakkala,FI,60.9,24.6,28.65,78,100,16.55,overcast clouds
526,Buenos Aires,AR,-34.6132,-58.3772,87.78,72,20,13.8,few clouds
527,Caborca,MX,30.5838,-111.101,64.29,34,0,5.28,clear sky
528,Conceicao Do Araguaia,BR,-8.2578,-49.2647,87.04,59,29,4.5,scattered clouds
529,Williams Lake,CA,52.1415,-122.1445,35.17,78,20,8.05,few clouds
530,Maralal,KE,1.0968,36.698,61.14,63,100,4.18,overcast clouds
531,Sinaloa,MX,25.0,-107.5,76.1,54,100,4.0,overcast clouds
532,Opuwo,NA,-18.0607,13.84,70.95,49,100,8.93,overcast clouds
533,Monywa,MM,22.1167,95.1333,64.38,57,0,2.77,clear sky
534,Rorvik,NO,64.8621,11.2373,31.98,74,40,14.97,scattered clouds
535,Auka,HN,14.9333,-83.8333,83.46,64,46,6.58,scattered clouds
536,Villa Bisono,DO,19.5638,-70.8758,86.38,57,0,15.03,clear sky
537,Dingle,PH,10.9995,122.6711,72.7,95,67,7.07,broken clouds
538,Qazvin,IR,36.2797,50.0049,25.93,38,100,16.2,overcast clouds
539,Puerto Madryn,AR,-42.7692,-65.0385,69.31,84,99,17.87,moderate rain
540,Luyang,CN,27.6239,110.0989,47.19,94,100,3.33,overcast clouds
541,Wagar,SD,16.1525,36.2032,69.04,52,0,14.58,clear sky
542,Toktogul,KG,41.8708,72.9402,23.85,64,16,5.28,few clouds
543,Ambanja,MG,-13.6833,48.45,73.38,97,100,1.57,moderate rain
544,Tabas,IR,33.5959,56.9244,48.63,25,0,5.14,clear sky
545,Nyurba,RU,63.2842,118.3319,-5.15,100,79,5.06,broken clouds
546,Ketchikan,US,55.3422,-131.6461,41.47,93,100,4.61,overcast clouds
547,Teahupoo,PF,-17.8333,-149.2667,76.96,77,100,23.24,overcast clouds
548,Okha,RU,53.5739,142.9478,-1.34,90,100,16.73,overcast clouds
549,Koshurnikovo,RU,54.1667,93.3,-10.26,100,100,3.33,overcast clouds
550,Tura,IN,25.5198,90.2201,54.41,83,69,3.58,broken clouds
551,Padang,ID,-0.9492,100.3543,75.25,78,100,2.19,moderate rain
552,Zverinogolovskoye,RU,54.4586,64.8542,8.11,92,100,7.99,overcast clouds
553,Ust-Kuyga,RU,70.0167,135.6,-32.85,98,98,7.49,overcast clouds
554,Shaunavon,CA,49.6501,-108.4181,8.38,87,100,17.31,overcast clouds
555,Lubango,AO,-14.9172,13.4925,60.49,43,100,3.8,overcast clouds
556,Vanimo,PG,-2.6741,141.3028,76.62,89,100,2.37,overcast clouds
557,Taloqan,AF,36.7361,69.5345,42.1,40,0,5.14,clear sky
558,Mathathane,BW,-22.2687,28.7495,78.78,45,5,14.58,clear sky
559,Maun,BW,-19.9833,23.4167,76.96,42,94,6.76,overcast clouds
560,Soskovo,RU,52.7475,35.3828,25.83,94,100,16.44,light snow
561,Yerbogachen,RU,61.2767,108.0108,7.86,96,100,5.7,overcast clouds
562,Severo-Yeniseyskiy,RU,60.3725,93.0408,6.69,95,100,5.3,overcast clouds
563,Yulara,AU,-25.2406,130.9889,71.44,78,40,14.97,scattered clouds
564,Acarau,BR,-2.8856,-40.12,84.22,66,99,15.37,overcast clouds
565,Hualmay,PE,-11.0964,-77.6139,76.06,74,70,13.51,broken clouds
566,Carballo,ES,43.213,-8.691,51.76,84,15,9.64,few clouds
567,Karaton,ID,-6.3424,106.1045,73.56,95,99,2.64,overcast clouds
568,Sandy Bay,AU,-42.913,147.3532,55.31,88,66,1.01,broken clouds
569,Soyo,AO,-6.1349,12.3689,78.85,78,5,10.07,clear sky
570,Yurgamysh,RU,55.3714,64.4656,8.67,92,100,7.45,overcast clouds
571,Emerald,AU,-23.5333,148.1667,73.54,94,40,11.5,scattered clouds
572,Aranos,NA,-24.1333,19.1167,80.92,39,100,10.96,overcast clouds
573,Jalu,LY,29.0331,21.5482,55.2,48,6,2.19,clear sky
574,Nabire,ID,-3.3667,135.4833,76.39,93,98,2.01,overcast clouds
575,Palmela,PT,38.569,-8.9013,55.96,71,0,6.91,clear sky
576,San Andres,CO,12.5847,-81.7006,86.02,66,40,12.66,scattered clouds
577,Glodeni,MD,47.7708,27.5144,39.4,63,100,6.31,overcast clouds
578,Camacha,PT,33.0833,-16.3333,62.02,68,20,23.02,few clouds
579,Finschhafen,PG,-6.6024,147.8681,79.07,83,100,3.49,moderate rain
580,Piacabucu,BR,-10.4056,-36.4344,84.34,65,0,10.78,clear sky
581,Mbarara,UG,-0.608,30.65,66.51,75,100,1.3,overcast clouds
582,Aracati,BR,-4.5617,-37.7697,85.33,59,87,11.43,overcast clouds
583,Ust-Kishert,RU,57.3654,57.2495,14.18,92,100,12.37,overcast clouds
584,San Cosme Y Damian,PY,-27.3167,-56.35,102.38,25,88,6.44,overcast clouds
585,Lakatoro,VU,-16.0999,167.4164,81.21,82,89,0.51,overcast clouds
586,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,100.83,26,74,6.15,broken clouds
587,Port Lincoln,AU,-34.7333,135.8667,71.82,67,100,12.95,overcast clouds
588,Tieling,CN,42.2931,123.8414,6.31,76,3,4.43,clear sky
589,Claudio,BR,-20.4433,-44.7658,79.23,69,8,3.65,clear sky
590,Gerash,IR,27.6652,54.1371,48.34,52,0,10.63,clear sky
591,Lanzhou,CN,36.0564,103.7922,22.28,79,44,0.98,scattered clouds
592,Payo,ID,-3.7508,103.6372,70.93,97,100,1.88,overcast clouds
593,Francistown,BW,-21.17,27.5079,73.76,45,22,11.63,few clouds
594,Chulman,RU,56.8479,124.9104,-33.97,100,39,0.96,scattered clouds
595,Sioux Lookout,CA,50.1001,-91.917,-10.82,70,0,5.75,clear sky
596,Tezu,IN,27.9167,96.1667,59.85,54,100,0.09,overcast clouds
597,Lavrentiya,RU,65.5833,-171.0,-21.42,94,29,9.71,scattered clouds
598,Atambua,ID,-9.1061,124.8925,72.97,97,100,7.56,overcast clouds
599,Realeza,BR,-25.7689,-53.5325,94.87,28,97,6.04,overcast clouds
600,Port Hardy,CA,50.6996,-127.4199,44.76,93,100,4.61,light intensity shower rain
601,Sao Francisco Do Conde,BR,-12.6275,-38.68,87.82,63,71,9.73,broken clouds
602,Bumba,CD,2.1833,22.4667,76.26,57,100,0.67,overcast clouds
603,Prince Rupert,CA,54.3161,-130.3201,42.89,93,100,2.3,moderate rain
604,Obihiro,JP,42.9172,143.2044,3.72,91,42,3.91,scattered clouds
605,Heihe,CN,50.2441,127.4902,-17.61,99,11,2.04,few clouds
606,Sabzevar,IR,36.2126,57.6819,36.68,41,0,9.22,clear sky
607,Xining,CN,36.6167,101.7667,26.74,44,100,2.15,overcast clouds
608,Pombas,CV,17.1503,-25.0201,74.98,71,100,11.48,overcast clouds
609,Caravelas,BR,-17.7125,-39.2481,82.65,62,0,8.21,clear sky
610,Rivera,UY,-30.9053,-55.5508,90.77,43,69,13.65,broken clouds
611,Bairiki,KI,1.3292,172.9752,80.6,78,40,11.5,scattered clouds
612,Americus,US,32.0724,-84.2327,58.01,97,100,3.58,overcast clouds
613,Rockhampton,AU,-23.3833,150.5,73.29,83,75,8.05,broken clouds
614,Porto Walter,BR,-8.2686,-72.7439,81.88,86,100,1.61,light rain
615,Chitral,PK,35.8462,71.7858,25.09,56,7,7.05,clear sky
616,Iralaya,HN,15.0,-83.2333,80.73,74,8,12.66,clear sky
617,Ipojuca,BR,-8.3989,-35.0639,84.11,65,3,10.38,clear sky
618,Murmashi,RU,68.8154,32.8115,19.81,100,75,1.99,broken clouds
619,Broken Hill,AU,-31.95,141.4333,73.11,60,96,14.97,overcast clouds
620,Edea,CM,3.8,10.1333,82.18,79,91,2.84,overcast clouds
621,Elko,US,41.0002,-115.5012,36.05,82,64,3.0,broken clouds
622,Portland,US,45.5234,-122.6762,56.84,92,75,1.01,broken clouds
623,Kampot,KH,10.6167,104.1833,74.98,81,15,3.36,few clouds
624,Uaua,BR,-9.8414,-39.4817,95.5,22,25,9.51,scattered clouds
625,Maungaturoto,NZ,-36.1,174.3667,64.67,58,99,6.06,overcast clouds
626,Saint-Francois,FR,46.4154,3.9054,37.47,80,100,6.91,overcast clouds
627,Conakry,GN,9.538,-13.6773,84.27,74,40,9.22,haze
628,Takapau,NZ,-40.0333,176.35,56.44,68,0,1.63,clear sky
629,Rio Gallegos,AR,-51.6226,-69.2181,75.25,33,20,25.32,few clouds
630,Roald,NO,62.5833,6.1333,36.91,86,40,5.75,scattered clouds
631,Ravar,IR,31.2656,56.8055,49.42,36,0,14.07,clear sky
632,Morrope,PE,-6.5417,-80.0111,80.71,53,98,20.07,overcast clouds
633,Sabha,LY,27.0377,14.4283,53.17,44,15,8.46,few clouds
634,Ranong,TH,9.9658,98.6348,74.71,86,44,2.17,scattered clouds
635,Manta,EC,-0.95,-80.7333,85.78,58,40,16.11,scattered clouds
636,Makokou,GA,0.5738,12.8642,75.76,51,100,2.1,overcast clouds
637,Acapulco,MX,16.8634,-99.8901,83.93,58,17,6.93,few clouds
638,Aksu,CN,41.1231,80.2644,26.73,44,2,4.07,clear sky
639,Namwala,ZM,-15.7504,26.4384,65.77,95,99,3.85,light rain
640,Nizhniy Kuranakh,RU,58.8353,125.4869,-22.36,99,67,2.46,broken clouds
641,Tulca,RO,45.1667,28.8,35.98,56,75,4.61,broken clouds
642,Ulaanbaatar,MN,47.9077,106.8832,-7.47,77,0,0.0,clear sky
643,Vazante,BR,-17.9869,-46.9078,84.65,53,19,2.48,few clouds
644,Chaplynka,UA,46.3651,33.5403,35.8,87,30,12.06,scattered clouds
645,Arlit,NE,18.7369,7.3853,64.13,19,0,8.1,clear sky
646,Alice Springs,AU,-23.7,133.8833,78.35,83,75,6.91,broken clouds
647,Luga,RU,58.7372,29.8453,26.69,91,21,7.11,few clouds
648,Fare,PF,-16.7,-151.0167,80.78,77,100,20.98,light rain
649,Mount Isa,AU,-20.7333,139.5,76.77,94,100,5.75,overcast clouds
650,Palasa,IN,18.7667,84.4167,67.6,90,19,5.06,few clouds
651,Porto Novo,BJ,6.4965,2.6036,82.22,52,60,6.87,broken clouds
652,Camocim,BR,-2.9022,-40.8411,83.39,71,100,13.04,overcast clouds
653,Hisai,JP,34.6667,136.4667,37.2,77,47,11.99,scattered clouds
654,Palmer,US,42.1584,-72.3287,35.92,47,75,3.0,broken clouds
655,Zhanakorgan,KZ,43.9098,67.2495,27.57,83,5,6.78,clear sky
656,Ust-Uda,RU,54.1742,103.0304,-8.82,100,100,1.81,overcast clouds
657,Tilichiki,RU,60.4667,166.1,-18.04,81,13,8.46,few clouds
658,Linxia,CN,35.6003,103.2064,29.37,69,8,0.56,clear sky
659,Xilagani,GR,40.9833,25.4167,42.19,69,1,0.92,clear sky
660,Dharchula,IN,29.85,80.5333,43.95,85,72,5.61,broken clouds
661,Bogdanovich,RU,56.7803,62.0494,11.14,93,100,7.31,overcast clouds
662,Rujewa,TZ,-8.7,34.3833,67.6,85,100,3.31,light rain
663,Escanaba,US,45.7453,-87.0646,14.67,63,100,10.36,overcast clouds
664,Barmer,IN,25.75,71.3833,66.51,36,0,4.56,clear sky
665,Chinhoyi,ZW,-17.3667,30.2,66.0,70,91,4.83,overcast clouds
666,Plettenberg Bay,ZA,-34.0527,23.3716,70.02,85,61,8.68,broken clouds
667,Brewer,US,44.7967,-68.7614,28.83,57,99,8.01,overcast clouds
668,Issa,RU,53.8705,44.8578,5.25,96,69,10.0,broken clouds
669,Port Hawkesbury,CA,45.6169,-61.3485,36.43,95,100,5.99,light snow
670,El Real De Santa Maria,PA,8.109,-77.7325,87.37,70,86,4.43,overcast clouds
671,Gambela,ET,8.25,34.5833,82.15,26,45,2.15,scattered clouds
672,Manica,FR,49.0,-1.1667,40.41,86,33,3.44,scattered clouds
673,Pattani,TH,6.75,100.4167,74.62,93,1,2.98,clear sky
674,Odweyne,SO,9.4092,45.064,65.8,63,7,14.72,clear sky
675,Gouyave,GD,12.1646,-61.7296,83.17,65,40,25.32,scattered clouds
676,Bend,US,44.0582,-121.3153,51.49,72,0,4.0,clear sky
677,Stettler,CA,52.3168,-112.7186,39.04,93,100,16.11,overcast clouds
678,Colon,PA,9.3592,-79.9014,92.25,68,36,12.19,scattered clouds
679,Faya,SA,18.3851,42.4509,53.71,78,0,0.92,clear sky
680,Camapua,BR,-19.5314,-54.0439,85.86,53,87,5.06,overcast clouds
681,Labytnangi,RU,66.6572,66.4183,9.99,94,100,10.4,overcast clouds
682,Oktyabrskoye,RU,43.0645,44.7417,17.74,100,98,4.47,mist
683,Koslan,RU,63.4564,48.8989,19.24,94,100,9.06,overcast clouds
684,Tynda,RU,55.1667,124.7167,-25.26,95,10,2.33,clear sky
685,Douglas,US,41.3,-96.167,13.89,55,0,1.99,clear sky
686,Rameswaram,IN,9.2833,79.3,78.82,64,100,14.16,overcast clouds
687,Barrancabermeja,CO,7.0653,-73.8547,93.52,55,20,4.61,few clouds
